Pick,Round,Team,Player,Season
94,10,380.l.236583.t.2,380.p.26878,2018
95,10,380.l.236583.t.4,380.p.28402,2018
96,10,380.l.236583.t.8,380.p.28408,2018
97,10,380.l.236583.t.6,380.p.29274,2018
98,10,380.l.236583.t.5,380.p.25711,2018
99,10,380.l.236583.t.9,380.p.27789,2018
100,10,380.l.236583.t.1,380.p.26708,2018
101,11,380.l.236583.t.1,380.p.26534,2018
102,11,380.l.236583.t.9,380.p.100024,2018
103,11,380.l.236583.t.5,380.p.6243,2018
104,11,380.l.236583.t.6,380.p.100007,2018
105,11,380.l.236583.t.8,380.p.27590,2018
106,11,380.l.236583.t.4,380.p.30247,2018
107,11,380.l.236583.t.2,380.p.30142,2018
108,11,380.l.236583.t.10,380.p.8982,2018
109,11,380.l.236583.t.7,380.p.28461,2018
110,11,380.l.236583.t.3,380.p.27585,2018
111,12,380.l.236583.t.3,380.p.26777,2018
112,12,380.l.236583.t.7,380.p.9496,2018
113,12,380.l.236583.t.10,380.p.28014,2018
114,12,380.l.236583.t.2,380.p.30346,2018
115,12,380.l.236583.t.4,380.p.24851,2018
116,12,380.l.236583.t.8,380.p.30256,2018
117,12,380.l.236583.t.6,380.p.30362,2018
118,12,380.l.236583.t.5,380.p.26804,2018
119,12,380.l.236583.t.9,380.p.28390,2018
120,12,380.l.236583.t.1,380.p.26767,2018
121,13,380.l.236583.t.1,380.p.27556,2018
122,13,380.l.236583.t.9,380.p.30295,2018
123,13,380.l.236583.t.5,380.p.6763,2018
124,13,380.l.236583.t.6,380.p.27567,2018
125,13,380.l.236583.t.8,380.p.100018,2018
126,13,380.l.236583.t.4,380.p.24062,2018
127,13,380.l.236583.t.2,380.p.30120,2018
128,13,380.l.236583.t.10,380.p.30123,2018
129,13,380.l.236583.t.7,380.p.30259,2018
130,13,380.l.236583.t.3,380.p.29249,2018
131,14,380.l.236583.t.3,380.p.29256,2018
132,14,380.l.236583.t.7,380.p.30266,2018
133,14,380.l.236583.t.10,380.p.27299,2018
134,14,380.l.236583.t.2,380.p.28465,2018
135,14,380.l.236583.t.4,380.p.29754,2018
136,14,380.l.236583.t.8,380.p.7520,2018
137,14,380.l.236583.t.6,380.p.29694,2018
138,14,380.l.236583.t.5,380.p.100033,2018
139,14,380.l.236583.t.9,380.p.28482,2018
140,14,380.l.236583.t.1,380.p.29235,2018
141,15,380.l.236583.t.1,380.p.29370,2018
142,15,380.l.236583.t.9,380.p.25427,2018
143,15,380.l.236583.t.5,380.p.26644,2018
144,15,380.l.236583.t.6,380.p.3727,2018
145,15,380.l.236583.t.8,380.p.27646,2018
146,15,380.l.236583.t.4,380.p.31074,2018
147,15,380.l.236583.t.2,380.p.100023,2018
148,15,380.l.236583.t.10,380.p.100034,2018
149,15,380.l.236583.t.7,380.p.100017,2018
150,15,380.l.236583.t.3,380.p.7868,2018
