is_consolation,is_matchup_recap_available,is_playoffs,is_tied,matchup_recap_title,matchup_recap_url,status,week,week_end,week_start,winner_team_key,team_a_grade,team_a_team_key,team_a_points,team_a_projected_points,team_b_grade,team_b_team_key,team_b_points,team_b_projected_points,game_id,league_id
0,1,0,0,"Fantasy Sidelines top Wide Out University, 125.26-118.40",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=1&mid1=1&mid2=6,postevent,1,2021-09-13,2021-09-09,406.l.103661.t.1,B+,406.l.103661.t.1,125.26000213623047,125.12000274658203,B,406.l.103661.t.6,118.4000015258789,123.97000122070312,406,103661
0,1,0,0,Push Ups in Prison lose to Dak to the Future in 127.42-103.38 rout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=1&mid1=2&mid2=9,postevent,1,2021-09-13,2021-09-09,406.l.103661.t.2,A,406.l.103661.t.2,127.41999816894531,126.83000183105469,C,406.l.103661.t.9,103.37999725341797,126.61000061035156,406,103661
0,1,0,0,"Harris & Harris RBs at Law succumb to Fightin’ Blue Cock/Chubb/Wood, 109.94-95.96",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=1&mid1=3&mid2=7,postevent,1,2021-09-13,2021-09-09,406.l.103661.t.3,B,406.l.103661.t.3,109.94000244140625,120.16999816894531,C,406.l.103661.t.7,95.95999908447266,124.58999633789062,406,103661
0,1,0,0,"Despite top scorer Cooper, Poor Decisions 😢 fall to King of the Hill, 131.32-120.02",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=1&mid1=4&mid2=8,postevent,1,2021-09-13,2021-09-09,406.l.103661.t.4,A,406.l.103661.t.4,131.32000732421875,130.74000549316406,A-,406.l.103661.t.8,120.0199966430664,129.3699951171875,406,103661
0,1,0,0,"Gronk's Gurley Chubb defy projections, knock off Running Back U in 150.36-87.30 rout",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=1&mid1=5&mid2=10,postevent,1,2021-09-13,2021-09-09,406.l.103661.t.5,A+,406.l.103661.t.5,150.36000061035156,131.25999450683594,D+,406.l.103661.t.10,87.30000305175781,121.47000122070312,406,103661
0,1,0,0,"Dak to the Future lose to Fantasy Sidelines, 120.24-66.18",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=2&mid1=1&mid2=2,postevent,2,2021-09-20,2021-09-14,406.l.103661.t.1,B,406.l.103661.t.1,120.23999786376953,126.70999908447266,F,406.l.103661.t.2,66.18000030517578,124.51000213623047,406,103661
0,1,0,0,"Wide Out University beat Fightin’ Blue Cock/Chubb/Wood, 133.96-120.62",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=2&mid1=3&mid2=6,postevent,2,2021-09-20,2021-09-14,406.l.103661.t.6,B+,406.l.103661.t.3,120.62000274658203,124.13999938964844,A,406.l.103661.t.6,133.9600067138672,124.0199966430664,406,103661
0,1,0,0,"Fantasy Sidelines come back to defeat King of the Hill to remain perfect, 136.88-129.50",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=3&mid1=1&mid2=4,postevent,3,2021-09-27,2021-09-21,406.l.103661.t.1,A,406.l.103661.t.1,136.8800048828125,126.08000183105469,A,406.l.103661.t.4,129.5,128.9499969482422,406,103661
0,1,0,0,Wide Out University find way to defeat Dak to the Future in 102.32-99.92 struggle despite falling short of predictions,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=3&mid1=2&mid2=6,postevent,3,2021-09-27,2021-09-21,406.l.103661.t.6,C,406.l.103661.t.2,99.91999816894531,119.83000183105469,C+,406.l.103661.t.6,102.31999969482422,124.69999694824219,406,103661
0,1,0,0,"Gronk's Gurley Chubb come up short of predictions, succumb to Fightin’ Blue Cock/Chubb/Wood in 125.62-75.32 blowout",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=3&mid1=3&mid2=5,postevent,3,2021-09-27,2021-09-21,406.l.103661.t.3,B+,406.l.103661.t.3,125.62000274658203,117.23999786376953,D,406.l.103661.t.5,75.31999969482422,127.62999725341797,406,103661
0,1,0,0,"Harris & Harris RBs at Law outperform projections, defeat Poor Decisions 😢 in 151.04-83.94 blowout",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=3&mid1=7&mid2=8,postevent,3,2021-09-27,2021-09-21,406.l.103661.t.7,A+,406.l.103661.t.7,151.0399932861328,124.5999984741211,D,406.l.103661.t.8,83.94000244140625,114.69000244140625,406,103661
0,1,0,0,Running Back U hand Push Ups in Prison third straight loss in 126.78-105.14 landslide,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=3&mid1=9&mid2=10,postevent,3,2021-09-27,2021-09-21,406.l.103661.t.10,C+,406.l.103661.t.9,105.13999938964844,125.41999816894531,A-,406.l.103661.t.10,126.77999877929688,126.0199966430664,406,103661
0,1,0,0,"Push Ups in Prison come up short of expectations, lose to King of the Hill in 139.62-98.12 rout",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=2&mid1=4&mid2=9,postevent,2,2021-09-20,2021-09-14,406.l.103661.t.4,A+,406.l.103661.t.4,139.6199951171875,130.88999938964844,C-,406.l.103661.t.9,98.12000274658203,124.80000305175781,406,103661
0,1,0,0,"Harris & Harris RBs at Law outperform predictions, earn win over Gronk's Gurley Chubb, 145.00-129.92",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=2&mid1=5&mid2=7,postevent,2,2021-09-20,2021-09-14,406.l.103661.t.7,A,406.l.103661.t.5,129.9199981689453,129.97000122070312,A+,406.l.103661.t.7,145.0,122.94000244140625,406,103661
0,1,0,0,"Back-and-forth battle ends with Poor Decisions 😢 coming back to knock off Running Back U, 104.80-98.96",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=2&mid1=8&mid2=10,postevent,2,2021-09-20,2021-09-14,406.l.103661.t.8,B-,406.l.103661.t.8,104.80000305175781,125.72000122070312,C,406.l.103661.t.10,98.95999908447266,124.97000122070312,406,103661
0,1,0,0,"Fantasy Sidelines come back to defeat Running Back U to remain unbeaten, 116.76-101.74",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=4&mid1=1&mid2=10,postevent,4,2021-10-04,2021-09-28,406.l.103661.t.1,B,406.l.103661.t.1,116.76000213623047,125.55000305175781,B-,406.l.103661.t.10,101.73999786376953,128.10000610351562,406,103661
0,1,0,0,"Fightin’ Blue Cock/Chubb/Wood fall to Dak to the Future, 118.02-101.80",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=4&mid1=2&mid2=3,postevent,4,2021-10-04,2021-09-28,406.l.103661.t.2,B,406.l.103661.t.2,118.0199966430664,120.62999725341797,C,406.l.103661.t.3,101.80000305175781,121.86000061035156,406,103661
0,1,0,0,Wide Out University lose to King of the Hill in 142.52-139.82 battle despite topping projections,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=4&mid1=4&mid2=6,postevent,4,2021-10-04,2021-09-28,406.l.103661.t.4,A+,406.l.103661.t.4,142.52000427246094,131.24000549316406,A,406.l.103661.t.6,139.82000732421875,123.31999969482422,406,103661
0,1,0,0,"Poor Decisions 😢 hand Gronk's Gurley Chubb third consecutive loss, 104.72-81.76",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=4&mid1=5&mid2=8,postevent,4,2021-10-04,2021-09-28,406.l.103661.t.8,D+,406.l.103661.t.5,81.76000213623047,106.38999938964844,C+,406.l.103661.t.8,104.72000122070312,119.0199966430664,406,103661
0,1,0,0,"Harris & Harris RBs at Law beat Push Ups in Prison for third straight win, 112.72-99.38",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=4&mid1=7&mid2=9,postevent,4,2021-10-04,2021-09-28,406.l.103661.t.7,B,406.l.103661.t.7,112.72000122070312,126.95999908447266,B-,406.l.103661.t.9,99.37999725341797,124.55999755859375,406,103661
0,1,0,0,Fantasy Sidelines top Harris & Harris RBs at Law to remain perfect in 150.64-127.76 drubbing,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=5&mid1=1&mid2=7,postevent,5,2021-10-11,2021-10-05,406.l.103661.t.1,A+,406.l.103661.t.1,150.63999938964844,128.2899932861328,A-,406.l.103661.t.7,127.76000213623047,124.30000305175781,406,103661
0,1,0,0,"Despite top scorer Taylor, Dak to the Future fall to King of the Hill, 127.98-98.78",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=5&mid1=2&mid2=4,postevent,5,2021-10-11,2021-10-05,406.l.103661.t.4,C+,406.l.103661.t.2,98.77999877929688,108.06999969482422,B,406.l.103661.t.4,127.9800033569336,140.7899932861328,406,103661
0,1,0,0,"Fightin’ Blue Cock/Chubb/Wood outperform expectations, knock off Poor Decisions 😢 in 144.70-78.96 romp",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=5&mid1=3&mid2=8,postevent,5,2021-10-11,2021-10-05,406.l.103661.t.3,A+,406.l.103661.t.3,144.6999969482422,120.29000091552734,D,406.l.103661.t.8,78.95999908447266,106.80999755859375,406,103661
0,1,0,0,Push Ups in Prison hand Gronk's Gurley Chubb fourth consecutive loss in 148.52-99.38 beatdown,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=5&mid1=5&mid2=9,postevent,5,2021-10-11,2021-10-05,406.l.103661.t.9,C,406.l.103661.t.5,99.37999725341797,115.83000183105469,A+,406.l.103661.t.9,148.52000427246094,120.41000366210938,406,103661
0,1,0,0,"Running Back U beat expectations, come back to knock off Wide Out University, 153.38-133.90",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=5&mid1=6&mid2=10,postevent,5,2021-10-11,2021-10-05,406.l.103661.t.10,B+,406.l.103661.t.6,133.89999389648438,129.77999877929688,A+,406.l.103661.t.10,153.3800048828125,127.30000305175781,406,103661
0,1,0,0,"Fantasy Sidelines top Push Ups in Prison to remain unbeaten, 112.20-101.12",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=8&mid1=1&mid2=9,postevent,8,2021-11-01,2021-10-26,406.l.103661.t.1,B-,406.l.103661.t.1,112.19999694824219,129.8300018310547,C,406.l.103661.t.9,103.12000274658203,124.16999816894531,406,103661
0,1,0,0,Gronk's Gurley Chubb succumb to Dak to the Future in 112.66-90.22 beatdown,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=8&mid1=2&mid2=5,postevent,8,2021-11-01,2021-10-26,406.l.103661.t.2,B,406.l.103661.t.2,112.66000366210938,112.72000122070312,C+,406.l.103661.t.5,90.12000274658203,105.62999725341797,406,103661
0,1,0,0,Running Back U succumb to Fightin’ Blue Cock/Chubb/Wood in 111.80-86.72 romp,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=8&mid1=3&mid2=10,postevent,8,2021-11-01,2021-10-26,406.l.103661.t.3,B,406.l.103661.t.3,111.80000305175781,119.06999969482422,C+,406.l.103661.t.10,86.72000122070312,106.5199966430664,406,103661
0,1,0,0,"Harris & Harris RBs at Law beat King of the Hill for third straight win, 128.56-109.00",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=8&mid1=4&mid2=7,postevent,8,2021-11-01,2021-10-26,406.l.103661.t.7,B-,406.l.103661.t.4,109.0,138.16000366210938,A-,406.l.103661.t.7,128.55999755859375,128.94000244140625,406,103661
0,1,0,0,"Poor Decisions 😢 lose to Wide Out University, 113.76-93.96",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=8&mid1=6&mid2=8,postevent,8,2021-11-01,2021-10-26,406.l.103661.t.6,B-,406.l.103661.t.6,113.76000213623047,121.81999969482422,C,406.l.103661.t.8,93.95999908447266,117.30999755859375,406,103661
0,1,0,0,"King of the Hill beat projections, earn win over Fantasy Sidelines in 139.16-94.94 drubbing",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=12&mid1=1&mid2=4,postevent,12,2021-11-29,2021-11-23,406.l.103661.t.4,C,406.l.103661.t.1,94.94000244140625,113.05000305175781,A+,406.l.103661.t.4,139.16000366210938,114.30999755859375,406,103661
0,1,0,0,"Wide Out University come back to win against Dak to the Future, 133.1-124.1",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=12&mid1=2&mid2=6,postevent,12,2021-11-29,2021-11-23,406.l.103661.t.6,B+,406.l.103661.t.2,124.0999984741211,123.81999969482422,A+,406.l.103661.t.6,133.10000610351562,116.77999877929688,406,103661
0,1,0,0,My Team Hurts manage to knock off Fightin’ Blue Cock/Chubb/Wood 97.36-88.98,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=12&mid1=3&mid2=5,postevent,12,2021-11-29,2021-11-23,406.l.103661.t.5,D,406.l.103661.t.3,88.9800033569336,116.45999908447266,C,406.l.103661.t.5,97.36000061035156,120.80000305175781,406,103661
0,1,0,0,"Poor Decisions 😢 hand Harris & Harris RBs at Law 👨🏾‍⚖️ third straight loss, 96.98-74.08",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=12&mid1=7&mid2=8,postevent,12,2021-11-29,2021-11-23,406.l.103661.t.8,D,406.l.103661.t.7,74.08000183105469,124.01000213623047,C,406.l.103661.t.8,96.9800033569336,111.2300033569336,406,103661
0,1,0,0,"Running Back U come up short of projections, succumb to Push Ups in Prison in 107.62-81.60 romp",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=12&mid1=9&mid2=10,postevent,12,2021-11-29,2021-11-23,406.l.103661.t.9,B,406.l.103661.t.9,107.62000274658203,112.27999877929688,C-,406.l.103661.t.10,81.5999984741211,114.87999725341797,406,103661
0,1,0,0,Fantasy Sidelines beat Gronk's Gurley Chubb to remain unbeaten in 135.28-108.90 rout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=6&mid1=1&mid2=5,postevent,6,2021-10-18,2021-10-12,406.l.103661.t.1,A,406.l.103661.t.1,135.27999877929688,128.82000732421875,B,406.l.103661.t.5,108.9000015258789,108.12999725341797,406,103661
0,1,0,0,"Running Back U lose to Dak to the Future, 110.90-96.18",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=6&mid1=2&mid2=10,postevent,6,2021-10-18,2021-10-12,406.l.103661.t.2,B,406.l.103661.t.2,110.9000015258789,115.23999786376953,C,406.l.103661.t.10,96.18000030517578,124.94999694824219,406,103661
0,1,0,0,King of the Hill knock off Fightin’ Blue Cock/Chubb/Wood for third straight win in 153.08-89.34 blowout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=6&mid1=3&mid2=4,postevent,6,2021-10-18,2021-10-12,406.l.103661.t.4,C,406.l.103661.t.3,89.33999633789062,113.7699966430664,A+,406.l.103661.t.4,153.0800018310547,126.25,406,103661
0,1,0,0,Harris & Harris RBs at Law hand Wide Out University third consecutive loss in 143.16-116.52 blowout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=6&mid1=6&mid2=7,postevent,6,2021-10-18,2021-10-12,406.l.103661.t.7,B,406.l.103661.t.6,116.5199966430664,121.94999694824219,A+,406.l.103661.t.7,143.16000366210938,126.1500015258789,406,103661
0,1,0,0,Push Ups in Prison fall to Poor Decisions 😢 in 123.3-89.2 beatdown,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=6&mid1=8&mid2=9,postevent,6,2021-10-18,2021-10-12,406.l.103661.t.8,A,406.l.103661.t.8,123.30000305175781,113.18000030517578,C,406.l.103661.t.9,89.19999694824219,111.81999969482422,406,103661
0,1,0,0,"Wide Out University fall to Fantasy Sidelines, 118.20-107.34",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=10&mid1=1&mid2=6,postevent,10,2021-11-15,2021-11-09,406.l.103661.t.1,B,406.l.103661.t.1,118.19999694824219,121.87999725341797,B-,406.l.103661.t.6,107.33999633789062,125.33999633789062,406,103661
0,1,0,0,Dak to the Future defeat Push Ups in Prison for third straight win in 137.64-71.40 beatdown,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=10&mid1=2&mid2=9,postevent,10,2021-11-15,2021-11-09,406.l.103661.t.2,A,406.l.103661.t.2,137.63999938964844,124.83000183105469,D+,406.l.103661.t.9,71.4000015258789,110.2699966430664,406,103661
0,1,0,0,"Fightin’ Blue Cock/Chubb/Wood top Harris & Harris RBs at Law 👨🏾‍⚖️ for fourth straight win, 96.92-86.36",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=10&mid1=3&mid2=7,postevent,10,2021-11-15,2021-11-09,406.l.103661.t.3,C+,406.l.103661.t.3,96.91999816894531,116.6500015258789,C-,406.l.103661.t.7,86.36000061035156,124.75,406,103661
0,1,0,0,"King of the Hill hand Poor Decisions 😢 fourth consecutive loss, 127.14-118.28",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=10&mid1=4&mid2=8,postevent,10,2021-11-15,2021-11-09,406.l.103661.t.4,B,406.l.103661.t.4,127.13999938964844,133.25999450683594,B,406.l.103661.t.8,118.27999877929688,122.79000091552734,406,103661
0,1,0,0,"Offensively challenged Running Back U defeat My Team Hurts, 83.12-74.24",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=10&mid1=5&mid2=10,postevent,10,2021-11-15,2021-11-09,406.l.103661.t.10,D-,406.l.103661.t.5,74.23999786376953,106.22000122070312,C,406.l.103661.t.10,83.12000274658203,102.98999786376953,406,103661
0,1,0,0,Dak to the Future beat Fantasy Sidelines for fourth straight win in 151.04-123.58 runaway,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=11&mid1=1&mid2=2,postevent,11,2021-11-22,2021-11-16,406.l.103661.t.2,B,406.l.103661.t.1,123.58000183105469,125.75,A+,406.l.103661.t.2,151.0399932861328,124.70999908447266,406,103661
