is_consolation,is_matchup_recap_available,is_playoffs,is_tied,matchup_recap_title,matchup_recap_url,status,week,week_end,week_start,winner_team_key,team_a_grade,team_a_team_key,team_a_points,team_a_projected_points,team_b_grade,team_b_team_key,team_b_points,team_b_projected_points,game_id,league_id
0,1,0,0,"Fightin’ Blue Cock/Chubb/Wood come back to defeat Wide Out University for fifth straight win, 119.92-114.66",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=11&mid1=3&mid2=6,postevent,11,2021-11-22,2021-11-16,406.l.103661.t.3,A,406.l.103661.t.3,119.91999816894531,116.5199966430664,B,406.l.103661.t.6,114.66000366210938,115.58999633789062,406,103661
0,1,0,0,"Back-and-forth battle ends with Fantasy Sidelines coming back to beat Poor Decisions 😢, 101.84-95.36",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=7&mid1=1&mid2=8,postevent,7,2021-10-25,2021-10-19,406.l.103661.t.1,B-,406.l.103661.t.1,101.83999633789062,116.76000213623047,C+,406.l.103661.t.8,95.36000061035156,101.3499984741211,406,103661
0,1,0,0,"Harris & Harris RBs at Law smirk at projections, earn win over Dak to the Future in 162.94-83.04 drubbing",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=7&mid1=2&mid2=7,postevent,7,2021-10-25,2021-10-19,406.l.103661.t.7,B-,406.l.103661.t.2,83.04000091552734,89.0199966430664,A+,406.l.103661.t.7,162.94000244140625,120.12999725341797,406,103661
0,1,0,0,"Fightin’ Blue Cock/Chubb/Wood smirk at predictions, earn win over Push Ups in Prison, 139.06-130.20",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=7&mid1=3&mid2=9,postevent,7,2021-10-25,2021-10-19,406.l.103661.t.3,A+,406.l.103661.t.3,139.05999755859375,114.3499984741211,A,406.l.103661.t.9,130.1999969482422,116.62000274658203,406,103661
0,1,0,0,King of the Hill succumb to Running Back U in 123.08-93.34 drubbing,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=7&mid1=4&mid2=10,postevent,7,2021-10-25,2021-10-19,406.l.103661.t.10,C,406.l.103661.t.4,93.33999633789062,135.1999969482422,A-,406.l.103661.t.10,123.08000183105469,112.12000274658203,406,103661
0,1,0,0,Gronk's Gurley Chubb hand Wide Out University fourth consecutive loss in 111.34-82.84 rout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=7&mid1=5&mid2=6,postevent,7,2021-10-25,2021-10-19,406.l.103661.t.5,B,406.l.103661.t.5,111.33999633789062,112.69000244140625,C-,406.l.103661.t.6,82.87999725341797,103.70999908447266,406,103661
0,1,0,0,Fightin’ Blue Cock/Chubb/Wood come back to defeat Fantasy Sidelines for third straight win in 105.66-66.30 romp,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=9&mid1=1&mid2=3,postevent,9,2021-11-08,2021-11-02,406.l.103661.t.3,F,406.l.103661.t.1,66.30000305175781,123.5199966430664,B-,406.l.103661.t.3,105.66000366210938,119.16999816894531,406,103661
0,1,0,0,Dak to the Future hand Poor Decisions 😢 third straight loss in 118.38-70.08 rout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=9&mid1=2&mid2=8,postevent,9,2021-11-08,2021-11-02,406.l.103661.t.2,B,406.l.103661.t.2,118.37999725341797,110.91000366210938,D,406.l.103661.t.8,70.08000183105469,106.12000274658203,406,103661
0,1,0,0,"My Team Hurts hand King of the Hill third consecutive loss, 93.18-83.24",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=9&mid1=4&mid2=5,postevent,9,2021-11-08,2021-11-02,406.l.103661.t.5,D+,406.l.103661.t.4,83.23999786376953,131.5500030517578,B,406.l.103661.t.5,93.18000030517578,102.20999908447266,406,103661
0,1,0,0,"Wide Out University come up short of expectations, lose to Push Ups in Prison in 122.74-91.76 landslide",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=9&mid1=6&mid2=9,postevent,9,2021-11-08,2021-11-02,406.l.103661.t.9,D,406.l.103661.t.6,91.76000213623047,120.4800033569336,B+,406.l.103661.t.9,122.73999786376953,122.33999633789062,406,103661
0,1,0,0,Harris & Harris RBs at Law 👨🏾‍⚖️ beat Running Back U for fourth straight win in 111.34-74.44 blowout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=9&mid1=7&mid2=10,postevent,9,2021-11-08,2021-11-02,406.l.103661.t.7,B,406.l.103661.t.7,111.33999633789062,125.05000305175781,D,406.l.103661.t.10,74.44000244140625,113.26000213623047,406,103661
0,1,0,0,"King of the Hill fall short of projections, lose to Push Ups in Prison, 119.18-101.30",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=11&mid1=4&mid2=9,postevent,11,2021-11-22,2021-11-16,406.l.103661.t.9,B,406.l.103661.t.4,101.30000305175781,115.80999755859375,A,406.l.103661.t.9,119.18000030517578,111.19999694824219,406,103661
0,1,0,0,"Offensively challenged My Team Hurts knock off Harris & Harris RBs at Law 👨🏾‍⚖️, 109.38-98.56",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=11&mid1=5&mid2=7,postevent,11,2021-11-22,2021-11-16,406.l.103661.t.5,C+,406.l.103661.t.5,109.37999725341797,120.55999755859375,B-,406.l.103661.t.7,98.55999755859375,115.20999908447266,406,103661
0,1,0,0,Running Back U hand Poor Decisions 😢 fifth straight loss in 119.24-118.90 thriller,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=11&mid1=8&mid2=10,postevent,11,2021-11-22,2021-11-16,406.l.103661.t.10,B+,406.l.103661.t.8,118.9000015258789,112.37999725341797,A-,406.l.103661.t.10,119.23999786376953,114.55000305175781,406,103661
0,1,0,0,Harris & Harris RBs at Law 👨🏾‍⚖️ knock off Fantasy Sidelines in 158.32-100.12 blowout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=14&mid1=1&mid2=7,postevent,14,2021-12-13,2021-12-07,406.l.103661.t.7,C,406.l.103661.t.1,100.12000274658203,129.66000366210938,A+,406.l.103661.t.7,158.32000732421875,125.1500015258789,406,103661
0,1,0,0,King of the Hill defeat Dak to the Future for third straight win in 126.32-79.94 romp,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=14&mid1=2&mid2=4,postevent,14,2021-12-13,2021-12-07,406.l.103661.t.4,D,406.l.103661.t.2,79.94000244140625,111.33000183105469,B,406.l.103661.t.4,126.31999969482422,135.27999877929688,406,103661
0,1,0,0,Poor Decisions 😢 defeat Fightin’ Blue Cock/Chubb/Wood for third straight win in 171.04-76.78 landslide,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=14&mid1=3&mid2=8,postevent,14,2021-12-13,2021-12-07,406.l.103661.t.8,D,406.l.103661.t.3,76.77999877929688,102.95999908447266,A+,406.l.103661.t.8,171.0399932861328,111.55999755859375,406,103661
0,1,0,0,"Push Ups in Prison smirk at projections, defeat My Team Hurts in 132.6-80.4 rout",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=14&mid1=5&mid2=9,postevent,14,2021-12-13,2021-12-07,406.l.103661.t.9,D+,406.l.103661.t.5,80.4000015258789,99.05999755859375,A,406.l.103661.t.9,132.60000610351562,117.72000122070312,406,103661
0,1,0,0,Wide Out University hand Team 10 third straight loss in 173.82-98.78 landslide,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=14&mid1=6&mid2=10,postevent,14,2021-12-13,2021-12-07,406.l.103661.t.6,A+,406.l.103661.t.6,173.82000732421875,113.3499984741211,C,406.l.103661.t.10,98.77999877929688,110.95999908447266,406,103661
0,1,0,0,Back-and-forth battle ends with Fantasy Sidelines beating The Titanic in 102.56-64.54 beatdown,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=15&mid1=1&mid2=5,postevent,15,2021-12-21,2021-12-14,406.l.103661.t.1,C,406.l.103661.t.1,102.55999755859375,122.91999816894531,F,406.l.103661.t.5,64.54000091552734,100.80000305175781,406,103661
0,1,0,0,Back-and-forth battle ends with Team 10 coming back to top Dak to the Future in 87.78-86.38 nailbiter,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=15&mid1=2&mid2=10,postevent,15,2021-12-21,2021-12-14,406.l.103661.t.10,D+,406.l.103661.t.2,86.37999725341797,128.60000610351562,C-,406.l.103661.t.10,87.77999877929688,110.0199966430664,406,103661
0,1,0,0,King of the Hill defeat Fightin’ Blue Cock/Chubb/Wood for fourth straight win in 120.60-68.36 blowout,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=15&mid1=3&mid2=4,postevent,15,2021-12-21,2021-12-14,406.l.103661.t.4,F,406.l.103661.t.3,68.36000061035156,114.66000366210938,B,406.l.103661.t.4,120.5999984741211,130.88999938964844,406,103661
0,1,0,0,Harris & Harris RBs at Law 👨🏾‍⚖️ succumb to Wide Out University in 104.00-81.98 romp,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=15&mid1=6&mid2=7,postevent,15,2021-12-21,2021-12-14,406.l.103661.t.6,B,406.l.103661.t.6,104.0,113.58000183105469,D,406.l.103661.t.7,81.9800033569336,127.94000244140625,406,103661
0,1,0,0,Running Back U succumb to Fantasy Sidelines in 120.52-81.42 runaway,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=13&mid1=1&mid2=10,postevent,13,2021-12-06,2021-11-30,406.l.103661.t.1,B,406.l.103661.t.1,120.5199966430664,127.56999969482422,C,406.l.103661.t.10,81.41999816894531,105.56999969482422,406,103661
0,1,0,0,Dak to the Future beat Fightin’ Blue Cock/Chubb/Wood in 134.02-112.90 romp,https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=13&mid1=2&mid2=3,postevent,13,2021-12-06,2021-11-30,406.l.103661.t.2,A,406.l.103661.t.2,134.02000427246094,126.80000305175781,B,406.l.103661.t.3,112.9000015258789,114.04000091552734,406,103661
0,1,0,0,"Wide Out University fall short of predictions, lose to King of the Hill in 129.96-91.90 romp",https://football.fantasysports.yahoo.com/2021/f1/103661/recap?week=13&mid1=4&mid2=6,postevent,13,2021-12-06,2021-11-30,406.l.103661.t.4,A-,406.l.103661.t.4,129.9600067138672,133.7899932861328,C,406.l.103661.t.6,91.9000015258789,116.44999694824219,406,103661
