pick,round,team_key,player_key,game_id,league_id
67,7,380.l.236583.t.2,380.p.31041,380,236583
68,7,380.l.236583.t.10,380.p.26813,380,236583
69,7,380.l.236583.t.7,380.p.31013,380,236583
70,7,380.l.236583.t.3,380.p.27532,380,236583
71,8,380.l.236583.t.3,380.p.25881,380,236583
72,8,380.l.236583.t.7,380.p.30182,380,236583
73,8,380.l.236583.t.10,380.p.100030,380,236583
74,8,380.l.236583.t.2,380.p.29236,380,236583
75,8,380.l.236583.t.4,380.p.31008,380,236583
76,8,380.l.236583.t.8,380.p.7924,380,236583
77,8,380.l.236583.t.6,380.p.25812,380,236583
78,8,380.l.236583.t.5,380.p.31001,380,236583
79,8,380.l.236583.t.9,380.p.28493,380,236583
80,8,380.l.236583.t.1,380.p.29255,380,236583
81,9,380.l.236583.t.1,380.p.100021,380,236583
82,9,380.l.236583.t.9,380.p.8813,380,236583
83,9,380.l.236583.t.5,380.p.26664,380,236583
84,9,380.l.236583.t.6,380.p.26701,380,236583
85,9,380.l.236583.t.8,380.p.30232,380,236583
86,9,380.l.236583.t.4,380.p.100016,380,236583
87,9,380.l.236583.t.2,380.p.25755,380,236583
88,9,380.l.236583.t.10,380.p.7867,380,236583
89,9,380.l.236583.t.7,380.p.9265,380,236583
90,9,380.l.236583.t.3,380.p.100014,380,236583
91,10,380.l.236583.t.3,380.p.28429,380,236583
92,10,380.l.236583.t.7,380.p.24057,380,236583
93,10,380.l.236583.t.10,380.p.29785,380,236583
94,10,380.l.236583.t.2,380.p.26878,380,236583
95,10,380.l.236583.t.4,380.p.28402,380,236583
96,10,380.l.236583.t.8,380.p.28408,380,236583
97,10,380.l.236583.t.6,380.p.29274,380,236583
98,10,380.l.236583.t.5,380.p.25711,380,236583
99,10,380.l.236583.t.9,380.p.27789,380,236583
100,10,380.l.236583.t.1,380.p.26708,380,236583
101,11,380.l.236583.t.1,380.p.26534,380,236583
102,11,380.l.236583.t.9,380.p.100024,380,236583
103,11,380.l.236583.t.5,380.p.6243,380,236583
104,11,380.l.236583.t.6,380.p.100007,380,236583
105,11,380.l.236583.t.8,380.p.27590,380,236583
106,11,380.l.236583.t.4,380.p.30247,380,236583
107,11,380.l.236583.t.2,380.p.30142,380,236583
108,11,380.l.236583.t.10,380.p.8982,380,236583
109,11,380.l.236583.t.7,380.p.28461,380,236583
110,11,380.l.236583.t.3,380.p.27585,380,236583
111,12,380.l.236583.t.3,380.p.26777,380,236583
112,12,380.l.236583.t.7,380.p.9496,380,236583
113,12,380.l.236583.t.10,380.p.28014,380,236583
114,12,380.l.236583.t.2,380.p.30346,380,236583
115,12,380.l.236583.t.4,380.p.24851,380,236583
116,12,380.l.236583.t.8,380.p.30256,380,236583
117,12,380.l.236583.t.6,380.p.30362,380,236583
118,12,380.l.236583.t.5,380.p.26804,380,236583
119,12,380.l.236583.t.9,380.p.28390,380,236583
120,12,380.l.236583.t.1,380.p.26767,380,236583
121,13,380.l.236583.t.1,380.p.27556,380,236583
122,13,380.l.236583.t.9,380.p.30295,380,236583
123,13,380.l.236583.t.5,380.p.6763,380,236583
124,13,380.l.236583.t.6,380.p.27567,380,236583
125,13,380.l.236583.t.8,380.p.100018,380,236583
126,13,380.l.236583.t.4,380.p.24062,380,236583
127,13,380.l.236583.t.2,380.p.30120,380,236583
128,13,380.l.236583.t.10,380.p.30123,380,236583
129,13,380.l.236583.t.7,380.p.30259,380,236583
130,13,380.l.236583.t.3,380.p.29249,380,236583
131,14,380.l.236583.t.3,380.p.29256,380,236583
132,14,380.l.236583.t.7,380.p.30266,380,236583
133,14,380.l.236583.t.10,380.p.27299,380,236583
134,14,380.l.236583.t.2,380.p.28465,380,236583
135,14,380.l.236583.t.4,380.p.29754,380,236583
136,14,380.l.236583.t.8,380.p.7520,380,236583
137,14,380.l.236583.t.6,380.p.29694,380,236583
138,14,380.l.236583.t.5,380.p.100033,380,236583
139,14,380.l.236583.t.9,380.p.28482,380,236583
140,14,380.l.236583.t.1,380.p.29235,380,236583
141,15,380.l.236583.t.1,380.p.29370,380,236583
142,15,380.l.236583.t.9,380.p.25427,380,236583
143,15,380.l.236583.t.5,380.p.26644,380,236583
144,15,380.l.236583.t.6,380.p.3727,380,236583
145,15,380.l.236583.t.8,380.p.27646,380,236583
146,15,380.l.236583.t.4,380.p.31074,380,236583
147,15,380.l.236583.t.2,380.p.100023,380,236583
148,15,380.l.236583.t.10,380.p.100034,380,236583
149,15,380.l.236583.t.7,380.p.100017,380,236583
150,15,380.l.236583.t.3,380.p.7868,380,236583
1,1,371.l.525547.t.3,371.p.28474,371,525547
2,1,371.l.525547.t.2,371.p.26671,371,525547
3,1,371.l.525547.t.8,371.p.24171,371,525547
4,1,371.l.525547.t.7,371.p.24793,371,525547
5,1,371.l.525547.t.9,371.p.5228,371,525547
6,1,371.l.525547.t.10,371.p.9317,371,525547
7,1,371.l.525547.t.4,371.p.27540,371,525547
8,1,371.l.525547.t.1,371.p.24791,371,525547
9,1,371.l.525547.t.5,371.p.8813,371,525547
10,1,371.l.525547.t.6,371.p.28537,371,525547
11,2,371.l.525547.t.6,371.p.27535,371,525547
12,2,371.l.525547.t.5,371.p.27631,371,525547
13,2,371.l.525547.t.1,371.p.29281,371,525547
14,2,371.l.525547.t.4,371.p.28403,371,525547
15,2,371.l.525547.t.10,371.p.29384,371,525547
16,2,371.l.525547.t.9,371.p.28398,371,525547
17,2,371.l.525547.t.7,371.p.23999,371,525547
18,2,371.l.525547.t.8,371.p.29238,371,525547
19,2,371.l.525547.t.2,371.p.24858,371,525547
20,2,371.l.525547.t.3,371.p.28392,371,525547
21,3,371.l.525547.t.3,371.p.27548,371,525547
22,3,371.l.525547.t.2,371.p.24017,371,525547
23,3,371.l.525547.t.8,371.p.30154,371,525547
24,3,371.l.525547.t.7,371.p.25807,371,525547
25,3,371.l.525547.t.9,371.p.25105,371,525547
26,3,371.l.525547.t.10,371.p.25802,371,525547
27,3,371.l.525547.t.4,371.p.30199,371,525547
28,3,371.l.525547.t.1,371.p.30117,371,525547
29,3,371.l.525547.t.5,371.p.7200,371,525547
30,3,371.l.525547.t.6,371.p.26699,371,525547
31,4,371.l.525547.t.6,371.p.27646,371,525547
32,4,371.l.525547.t.5,371.p.28014,371,525547
33,4,371.l.525547.t.1,371.p.30121,371,525547
34,4,371.l.525547.t.4,371.p.27585,371,525547
35,4,371.l.525547.t.10,371.p.25681,371,525547
36,4,371.l.525547.t.9,371.p.26686,371,525547
37,4,371.l.525547.t.7,371.p.5479,371,525547
38,4,371.l.525547.t.8,371.p.9274,371,525547
39,4,371.l.525547.t.2,371.p.26650,371,525547
40,4,371.l.525547.t.3,371.p.28482,371,525547
41,5,371.l.525547.t.3,371.p.23997,371,525547
42,5,371.l.525547.t.2,371.p.25755,371,525547
43,5,371.l.525547.t.8,371.p.28442,371,525547
44,5,371.l.525547.t.7,371.p.27581,371,525547
45,5,371.l.525547.t.9,371.p.27556,371,525547
46,5,371.l.525547.t.10,371.p.8266,371,525547
47,5,371.l.525547.t.4,371.p.30161,371,525547
48,5,371.l.525547.t.1,371.p.29399,371,525547
49,5,371.l.525547.t.5,371.p.27589,371,525547
50,5,371.l.525547.t.6,371.p.24815,371,525547
51,6,371.l.525547.t.6,371.p.24070,371,525547
52,6,371.l.525547.t.5,371.p.8285,371,525547
53,6,371.l.525547.t.1,371.p.8780,371,525547
54,6,371.l.525547.t.4,371.p.24035,371,525547
55,6,371.l.525547.t.10,371.p.26708,371,525547
56,6,371.l.525547.t.9,371.p.26878,371,525547
57,6,371.l.525547.t.7,371.p.29383,371,525547
58,6,371.l.525547.t.8,371.p.7241,371,525547
59,6,371.l.525547.t.2,371.p.6762,371,525547
60,6,371.l.525547.t.3,371.p.26644,371,525547
61,7,371.l.525547.t.3,371.p.25785,371,525547
62,7,371.l.525547.t.2,371.p.24913,371,525547
63,7,371.l.525547.t.8,371.p.9560,371,525547
64,7,371.l.525547.t.7,371.p.28461,371,525547
65,7,371.l.525547.t.9,371.p.7867,371,525547
66,7,371.l.525547.t.10,371.p.27532,371,525547
67,7,371.l.525547.t.4,371.p.28402,371,525547
68,7,371.l.525547.t.1,371.p.28493,371,525547
69,7,371.l.525547.t.5,371.p.24057,371,525547
70,7,371.l.525547.t.6,371.p.28534,371,525547
71,8,371.l.525547.t.6,371.p.24788,371,525547
72,8,371.l.525547.t.5,371.p.25741,371,525547
73,8,371.l.525547.t.1,371.p.8261,371,525547
74,8,371.l.525547.t.4,371.p.25812,371,525547
75,8,371.l.525547.t.10,371.p.6770,371,525547
76,8,371.l.525547.t.9,371.p.8982,371,525547
77,8,371.l.525547.t.7,371.p.24830,371,525547
78,8,371.l.525547.t.8,371.p.6763,371,525547
79,8,371.l.525547.t.2,371.p.28390,371,525547
80,8,371.l.525547.t.3,371.p.7924,371,525547
81,9,371.l.525547.t.3,371.p.29279,371,525547
82,9,371.l.525547.t.2,371.p.27591,371,525547
83,9,371.l.525547.t.8,371.p.7868,371,525547
84,9,371.l.525547.t.7,371.p.26534,371,525547
85,9,371.l.525547.t.9,371.p.100026,371,525547
86,9,371.l.525547.t.10,371.p.27564,371,525547
87,9,371.l.525547.t.4,371.p.26658,371,525547
88,9,371.l.525547.t.1,371.p.100007,371,525547
89,9,371.l.525547.t.5,371.p.29694,371,525547
90,9,371.l.525547.t.6,371.p.8263,371,525547
91,10,371.l.525547.t.6,371.p.24318,371,525547
92,10,371.l.525547.t.5,371.p.100022,371,525547
93,10,371.l.525547.t.1,371.p.8838,371,525547
94,10,371.l.525547.t.4,371.p.28691,371,525547
95,10,371.l.525547.t.10,371.p.8826,371,525547
96,10,371.l.525547.t.9,371.p.9283,371,525547
97,10,371.l.525547.t.7,371.p.26787,371,525547
98,10,371.l.525547.t.8,371.p.100034,371,525547
99,10,371.l.525547.t.2,371.p.27622,371,525547
100,10,371.l.525547.t.3,371.p.27619,371,525547
101,11,371.l.525547.t.3,371.p.8781,371,525547
102,11,371.l.525547.t.2,371.p.28389,371,525547
103,11,371.l.525547.t.8,371.p.24851,371,525547
104,11,371.l.525547.t.7,371.p.100017,371,525547
105,11,371.l.525547.t.9,371.p.29369,371,525547
106,11,371.l.525547.t.10,371.p.8790,371,525547
107,11,371.l.525547.t.4,371.p.9294,371,525547
108,11,371.l.525547.t.1,371.p.27120,371,525547
109,11,371.l.525547.t.5,371.p.28026,371,525547
110,11,371.l.525547.t.6,371.p.26822,371,525547
111,12,371.l.525547.t.6,371.p.27618,371,525547
112,12,371.l.525547.t.5,371.p.25427,371,525547
113,12,371.l.525547.t.1,371.p.25711,371,525547
114,12,371.l.525547.t.4,371.p.29324,371,525547
115,12,371.l.525547.t.10,371.p.6663,371,525547
116,12,371.l.525547.t.9,371.p.24062,371,525547
117,12,371.l.525547.t.7,371.p.25937,371,525547
118,12,371.l.525547.t.8,371.p.26684,371,525547
119,12,371.l.525547.t.2,371.p.28465,371,525547
120,12,371.l.525547.t.3,371.p.8447,371,525547
121,13,371.l.525547.t.3,371.p.100023,371,525547
122,13,371.l.525547.t.2,371.p.6243,371,525547
123,13,371.l.525547.t.8,371.p.29269,371,525547
124,13,371.l.525547.t.7,371.p.9265,371,525547
125,13,371.l.525547.t.9,371.p.28714,371,525547
126,13,371.l.525547.t.10,371.p.3727,371,525547
127,13,371.l.525547.t.4,371.p.28395,371,525547
128,13,371.l.525547.t.1,371.p.30118,371,525547
129,13,371.l.525547.t.5,371.p.24932,371,525547
130,13,371.l.525547.t.6,371.p.100012,371,525547
131,14,371.l.525547.t.6,371.p.25178,371,525547
132,14,371.l.525547.t.5,371.p.29249,371,525547
133,14,371.l.525547.t.1,371.p.8850,371,525547
134,14,371.l.525547.t.4,371.p.29754,371,525547
135,14,371.l.525547.t.10,371.p.100009,371,525547
136,14,371.l.525547.t.9,371.p.27277,371,525547
137,14,371.l.525547.t.7,371.p.7306,371,525547
138,14,371.l.525547.t.8,371.p.30150,371,525547
139,14,371.l.525547.t.2,371.p.27570,371,525547
140,14,371.l.525547.t.3,371.p.6760,371,525547
141,15,371.l.525547.t.3,371.p.100033,371,525547
142,15,371.l.525547.t.2,371.p.100016,371,525547
143,15,371.l.525547.t.8,371.p.5046,371,525547
144,15,371.l.525547.t.7,371.p.9348,371,525547
145,15,371.l.525547.t.9,371.p.8821,371,525547
146,15,371.l.525547.t.10,371.p.24822,371,525547
147,15,371.l.525547.t.4,371.p.100019,371,525547
148,15,371.l.525547.t.1,371.p.30362,371,525547
149,15,371.l.525547.t.5,371.p.30851,371,525547
150,15,371.l.525547.t.6,371.p.25876,371,525547
1,1,359.l.185373.t.3,359.p.24171,359,185373
2,1,359.l.185373.t.2,359.p.27540,359,185373
3,1,359.l.185373.t.1,359.p.28398,359,185373
4,1,359.l.185373.t.9,359.p.24793,359,185373
5,1,359.l.185373.t.10,359.p.28474,359,185373
6,1,359.l.185373.t.6,359.p.29238,359,185373
7,1,359.l.185373.t.8,359.p.26650,359,185373
8,1,359.l.185373.t.7,359.p.8261,359,185373
9,1,359.l.185373.t.5,359.p.24791,359,185373
10,1,359.l.185373.t.4,359.p.25807,359,185373
11,2,359.l.185373.t.4,359.p.27535,359,185373
12,2,359.l.185373.t.5,359.p.26671,359,185373
13,2,359.l.185373.t.7,359.p.24017,359,185373
14,2,359.l.185373.t.8,359.p.7868,359,185373
15,2,359.l.185373.t.6,359.p.25741,359,185373
16,2,359.l.185373.t.10,359.p.23999,359,185373
17,2,359.l.185373.t.9,359.p.27589,359,185373
18,2,359.l.185373.t.1,359.p.8850,359,185373
19,2,359.l.185373.t.2,359.p.8813,359,185373
20,2,359.l.185373.t.3,359.p.27548,359,185373
21,3,359.l.185373.t.3,359.p.26699,359,185373
22,3,359.l.185373.t.2,359.p.9317,359,185373
23,3,359.l.185373.t.1,359.p.27631,359,185373
24,3,359.l.185373.t.9,359.p.24815,359,185373
25,3,359.l.185373.t.10,359.p.27532,359,185373
26,3,359.l.185373.t.6,359.p.28392,359,185373
27,3,359.l.185373.t.8,359.p.26684,359,185373
28,3,359.l.185373.t.7,359.p.25755,359,185373
29,3,359.l.185373.t.5,359.p.7200,359,185373
30,3,359.l.185373.t.4,359.p.27585,359,185373
31,4,359.l.185373.t.4,359.p.24851,359,185373
32,4,359.l.185373.t.5,359.p.25802,359,185373
33,4,359.l.185373.t.7,359.p.24788,359,185373
34,4,359.l.185373.t.8,359.p.23997,359,185373
35,4,359.l.185373.t.6,359.p.24062,359,185373
36,4,359.l.185373.t.10,359.p.6770,359,185373
37,4,359.l.185373.t.9,359.p.26878,359,185373
38,4,359.l.185373.t.1,359.p.25785,359,185373
39,4,359.l.185373.t.2,359.p.9283,359,185373
40,4,359.l.185373.t.3,359.p.26708,359,185373
41,5,359.l.185373.t.3,359.p.26804,359,185373
42,5,359.l.185373.t.2,359.p.8285,359,185373
43,5,359.l.185373.t.1,359.p.7776,359,185373
44,5,359.l.185373.t.9,359.p.25711,359,185373
45,5,359.l.185373.t.10,359.p.27591,359,185373
46,5,359.l.185373.t.6,359.p.27618,359,185373
47,5,359.l.185373.t.8,359.p.24858,359,185373
48,5,359.l.185373.t.7,359.p.25105,359,185373
49,5,359.l.185373.t.5,359.p.28714,359,185373
50,5,359.l.185373.t.4,359.p.24035,359,185373
51,6,359.l.185373.t.4,359.p.8790,359,185373
52,6,359.l.185373.t.5,359.p.27556,359,185373
53,6,359.l.185373.t.7,359.p.8821,359,185373
54,6,359.l.185373.t.8,359.p.5479,359,185373
55,6,359.l.185373.t.6,359.p.9496,359,185373
56,6,359.l.185373.t.10,359.p.26686,359,185373
57,6,359.l.185373.t.9,359.p.25723,359,185373
58,6,359.l.185373.t.1,359.p.27874,359,185373
59,6,359.l.185373.t.2,359.p.27583,359,185373
60,6,359.l.185373.t.3,359.p.28483,359,185373
61,7,359.l.185373.t.3,359.p.9527,359,185373
62,7,359.l.185373.t.2,359.p.9560,359,185373
63,7,359.l.185373.t.1,359.p.27570,359,185373
64,7,359.l.185373.t.9,359.p.7924,359,185373
65,7,359.l.185373.t.10,359.p.7241,359,185373
66,7,359.l.185373.t.6,359.p.6337,359,185373
67,7,359.l.185373.t.8,359.p.25744,359,185373
68,7,359.l.185373.t.7,359.p.28403,359,185373
69,7,359.l.185373.t.5,359.p.23987,359,185373
70,7,359.l.185373.t.4,359.p.6760,359,185373
71,8,359.l.185373.t.4,359.p.26660,359,185373
72,8,359.l.185373.t.5,359.p.5228,359,185373
73,8,359.l.185373.t.7,359.p.6762,359,185373
74,8,359.l.185373.t.8,359.p.24400,359,185373
75,8,359.l.185373.t.6,359.p.28494,359,185373
76,8,359.l.185373.t.10,359.p.24057,359,185373
77,8,359.l.185373.t.9,359.p.100007,359,185373
78,8,359.l.185373.t.1,359.p.100029,359,185373
79,8,359.l.185373.t.2,359.p.28465,359,185373
80,8,359.l.185373.t.3,359.p.25876,359,185373
81,9,359.l.185373.t.3,359.p.6763,359,185373
82,9,359.l.185373.t.2,359.p.27531,359,185373
83,9,359.l.185373.t.1,359.p.24916,359,185373
84,9,359.l.185373.t.9,359.p.7867,359,185373
85,9,359.l.185373.t.10,359.p.9514,359,185373
86,9,359.l.185373.t.6,359.p.8907,359,185373
87,9,359.l.185373.t.8,359.p.29249,359,185373
88,9,359.l.185373.t.7,359.p.8826,359,185373
89,9,359.l.185373.t.5,359.p.26561,359,185373
90,9,359.l.185373.t.4,359.p.29274,359,185373
91,10,359.l.185373.t.4,359.p.5521,359,185373
92,10,359.l.185373.t.5,359.p.9274,359,185373
93,10,359.l.185373.t.7,359.p.100026,359,185373
94,10,359.l.185373.t.8,359.p.100022,359,185373
95,10,359.l.185373.t.6,359.p.100034,359,185373
96,10,359.l.185373.t.10,359.p.24967,359,185373
97,10,359.l.185373.t.9,359.p.28402,359,185373
98,10,359.l.185373.t.1,359.p.7237,359,185373
99,10,359.l.185373.t.2,359.p.26631,359,185373
100,10,359.l.185373.t.3,359.p.28457,359,185373
101,11,359.l.185373.t.3,359.p.28442,359,185373
102,11,359.l.185373.t.2,359.p.28395,359,185373
103,11,359.l.185373.t.1,359.p.27619,359,185373
104,11,359.l.185373.t.9,359.p.24936,359,185373
105,11,359.l.185373.t.10,359.p.100012,359,185373
106,11,359.l.185373.t.6,359.p.29279,359,185373
107,11,359.l.185373.t.8,359.p.6663,359,185373
108,11,359.l.185373.t.7,359.p.24318,359,185373
109,11,359.l.185373.t.5,359.p.28461,359,185373
110,11,359.l.185373.t.4,359.p.24845,359,185373
111,12,359.l.185373.t.4,359.p.9444,359,185373
112,12,359.l.185373.t.5,359.p.100014,359,185373
113,12,359.l.185373.t.7,359.p.28014,359,185373
114,12,359.l.185373.t.8,359.p.28026,359,185373
115,12,359.l.185373.t.6,359.p.26644,359,185373
116,12,359.l.185373.t.10,359.p.25427,359,185373
117,12,359.l.185373.t.9,359.p.26658,359,185373
118,12,359.l.185373.t.1,359.p.8838,359,185373
119,12,359.l.185373.t.2,359.p.28424,359,185373
120,12,359.l.185373.t.3,359.p.25812,359,185373
121,13,359.l.185373.t.3,359.p.28534,359,185373
122,13,359.l.185373.t.2,359.p.27597,359,185373
123,13,359.l.185373.t.1,359.p.9526,359,185373
124,13,359.l.185373.t.9,359.p.6624,359,185373
125,13,359.l.185373.t.10,359.p.6390,359,185373
126,13,359.l.185373.t.6,359.p.27564,359,185373
127,13,359.l.185373.t.8,359.p.24913,359,185373
128,13,359.l.185373.t.7,359.p.28537,359,185373
129,13,359.l.185373.t.5,359.p.9353,359,185373
130,13,359.l.185373.t.4,359.p.28475,359,185373
131,14,359.l.185373.t.4,359.p.28389,359,185373
132,14,359.l.185373.t.5,359.p.29281,359,185373
133,14,359.l.185373.t.7,359.p.28417,359,185373
134,14,359.l.185373.t.8,359.p.25793,359,185373
135,14,359.l.185373.t.6,359.p.26702,359,185373
136,14,359.l.185373.t.10,359.p.9010,359,185373
137,14,359.l.185373.t.9,359.p.25810,359,185373
138,14,359.l.185373.t.1,359.p.28428,359,185373
139,14,359.l.185373.t.2,359.p.24070,359,185373
140,14,359.l.185373.t.3,359.p.8447,359,185373
141,15,359.l.185373.t.3,359.p.100004,359,185373
142,15,359.l.185373.t.2,359.p.26534,359,185373
143,15,359.l.185373.t.1,359.p.28429,359,185373
144,15,359.l.185373.t.9,359.p.100017,359,185373
145,15,359.l.185373.t.10,359.p.27538,359,185373
146,15,359.l.185373.t.6,359.p.9066,359,185373
147,15,359.l.185373.t.8,359.p.9219,359,185373
148,15,359.l.185373.t.7,359.p.28103,359,185373
149,15,359.l.185373.t.5,359.p.28227,359,185373
150,15,359.l.185373.t.4,359.p.100025,359,185373
1,1,314.l.731544.t.5,314.p.8261,314,731544
2,1,314.l.731544.t.3,314.p.9527,314,731544
3,1,314.l.731544.t.7,314.p.25741,314,731544
4,1,314.l.731544.t.9,314.p.23984,314,731544
5,1,314.l.731544.t.4,314.p.9317,314,731544
6,1,314.l.731544.t.11,314.p.8850,314,731544
7,1,314.l.731544.t.2,314.p.8266,314,731544
8,1,314.l.731544.t.6,314.p.8832,314,731544
9,1,314.l.731544.t.12,314.p.7200,314,731544
10,1,314.l.731544.t.10,314.p.8256,314,731544
11,1,314.l.731544.t.1,314.p.5479,314,731544
12,1,314.l.731544.t.8,314.p.23999,314,731544
13,2,314.l.731544.t.8,314.p.24070,314,731544
14,2,314.l.731544.t.1,314.p.3950,314,731544
15,2,314.l.731544.t.10,314.p.6783,314,731544
16,2,314.l.731544.t.12,314.p.7868,314,731544
17,2,314.l.731544.t.6,314.p.25883,314,731544
18,2,314.l.731544.t.2,314.p.25713,314,731544
19,2,314.l.731544.t.11,314.p.24791,314,731544
20,2,314.l.731544.t.4,314.p.8821,314,731544
21,2,314.l.731544.t.9,314.p.7809,314,731544
22,2,314.l.731544.t.7,314.p.8801,314,731544
23,2,314.l.731544.t.3,314.p.24860,314,731544
24,2,314.l.731544.t.5,314.p.24793,314,731544
25,3,314.l.731544.t.5,314.p.4256,314,731544
26,3,314.l.731544.t.3,314.p.5228,314,731544
27,3,314.l.731544.t.7,314.p.6339,314,731544
28,3,314.l.731544.t.9,314.p.23997,314,731544
29,3,314.l.731544.t.4,314.p.6762,314,731544
30,3,314.l.731544.t.11,314.p.7203,314,731544
31,3,314.l.731544.t.2,314.p.7237,314,731544
32,3,314.l.731544.t.6,314.p.24553,314,731544
33,3,314.l.731544.t.12,314.p.7241,314,731544
34,3,314.l.731544.t.10,314.p.8780,314,731544
35,3,314.l.731544.t.1,314.p.9037,314,731544
36,3,314.l.731544.t.8,314.p.7751,314,731544
37,4,314.l.731544.t.8,314.p.25742,314,731544
1,1,348.l.570821.t.2,348.p.8261,348,570821
2,1,348.l.570821.t.8,348.p.24171,348,570821
3,1,348.l.570821.t.10,348.p.8850,348,570821
4,1,348.l.570821.t.9,348.p.26684,348,570821
5,1,348.l.570821.t.4,348.p.26671,348,570821
6,1,348.l.570821.t.6,348.p.8266,348,570821
7,1,348.l.570821.t.7,348.p.27583,348,570821
8,1,348.l.570821.t.5,348.p.24793,348,570821
9,1,348.l.570821.t.3,348.p.24017,348,570821
10,1,348.l.570821.t.1,348.p.26878,348,570821
11,2,348.l.570821.t.1,348.p.8821,348,570821
12,2,348.l.570821.t.3,348.p.23999,348,570821
13,2,348.l.570821.t.5,348.p.27540,348,570821
14,2,348.l.570821.t.7,348.p.24858,348,570821
15,2,348.l.570821.t.6,348.p.23997,348,570821
16,2,348.l.570821.t.4,348.p.9010,348,570821
17,2,348.l.570821.t.9,348.p.25807,348,570821
18,2,348.l.570821.t.10,348.p.7241,348,570821
19,2,348.l.570821.t.8,348.p.8256,348,570821
20,2,348.l.570821.t.2,348.p.25711,348,570821
21,3,348.l.570821.t.2,348.p.24791,348,570821
22,3,348.l.570821.t.8,348.p.24815,348,570821
23,3,348.l.570821.t.10,348.p.7200,348,570821
24,3,348.l.570821.t.9,348.p.25802,348,570821
25,3,348.l.570821.t.4,348.p.25755,348,570821
26,3,348.l.570821.t.6,348.p.24851,348,570821
27,3,348.l.570821.t.7,348.p.27570,348,570821
28,3,348.l.570821.t.5,348.p.9317,348,570821
29,3,348.l.570821.t.3,348.p.27535,348,570821
30,3,348.l.570821.t.1,348.p.27548,348,570821
31,4,348.l.570821.t.1,348.p.6339,348,570821
32,4,348.l.570821.t.3,348.p.26650,348,570821
33,4,348.l.570821.t.5,348.p.28403,348,570821
34,4,348.l.570821.t.7,348.p.5479,348,570821
35,4,348.l.570821.t.6,348.p.26774,348,570821
36,4,348.l.570821.t.4,348.p.24057,348,570821
37,4,348.l.570821.t.9,348.p.25785,348,570821
38,4,348.l.570821.t.10,348.p.27581,348,570821
39,4,348.l.570821.t.8,348.p.26810,348,570821
40,4,348.l.570821.t.2,348.p.25883,348,570821
41,5,348.l.570821.t.2,348.p.24035,348,570821
42,5,348.l.570821.t.8,348.p.6624,348,570821
43,5,348.l.570821.t.10,348.p.24070,348,570821
44,5,348.l.570821.t.9,348.p.9496,348,570821
45,5,348.l.570821.t.4,348.p.9527,348,570821
46,5,348.l.570821.t.6,348.p.4256,348,570821
47,5,348.l.570821.t.7,348.p.28392,348,570821
48,5,348.l.570821.t.5,348.p.8285,348,570821
49,5,348.l.570821.t.3,348.p.26804,348,570821
50,5,348.l.570821.t.1,348.p.6770,348,570821
51,6,348.l.570821.t.1,348.p.25741,348,570821
52,6,348.l.570821.t.3,348.p.28442,348,570821
53,6,348.l.570821.t.5,348.p.27585,348,570821
54,6,348.l.570821.t.7,348.p.26686,348,570821
55,6,348.l.570821.t.6,348.p.8838,348,570821
56,6,348.l.570821.t.4,348.p.27591,348,570821
57,6,348.l.570821.t.9,348.p.8790,348,570821
58,6,348.l.570821.t.10,348.p.7237,348,570821
59,6,348.l.570821.t.8,348.p.24400,348,570821
60,6,348.l.570821.t.2,348.p.6405,348,570821
61,7,348.l.570821.t.2,348.p.28398,348,570821
62,7,348.l.570821.t.8,348.p.7868,348,570821
63,7,348.l.570821.t.10,348.p.8780,348,570821
64,7,348.l.570821.t.9,348.p.7924,348,570821
65,7,348.l.570821.t.4,348.p.24318,348,570821
66,7,348.l.570821.t.6,348.p.26699,348,570821
67,7,348.l.570821.t.7,348.p.8826,348,570821
68,7,348.l.570821.t.5,348.p.27532,348,570821
69,7,348.l.570821.t.3,348.p.5228,348,570821
70,7,348.l.570821.t.1,348.p.27646,348,570821
71,8,348.l.570821.t.1,348.p.24889,348,570821
72,8,348.l.570821.t.3,348.p.9283,348,570821
73,8,348.l.570821.t.5,348.p.25718,348,570821
74,8,348.l.570821.t.7,348.p.28424,348,570821
75,8,348.l.570821.t.6,348.p.27631,348,570821
76,8,348.l.570821.t.4,348.p.24788,348,570821
77,8,348.l.570821.t.9,348.p.27589,348,570821
78,8,348.l.570821.t.10,348.p.23984,348,570821
79,8,348.l.570821.t.8,348.p.9514,348,570821
80,8,348.l.570821.t.2,348.p.28408,348,570821
81,9,348.l.570821.t.2,348.p.24262,348,570821
82,9,348.l.570821.t.8,348.p.27619,348,570821
83,9,348.l.570821.t.10,348.p.26660,348,570821
84,9,348.l.570821.t.9,348.p.24843,348,570821
85,9,348.l.570821.t.4,348.p.24062,348,570821
86,9,348.l.570821.t.6,348.p.100026,348,570821
87,9,348.l.570821.t.7,348.p.100002,348,570821
88,9,348.l.570821.t.5,348.p.9348,348,570821
89,9,348.l.570821.t.3,348.p.7203,348,570821
90,9,348.l.570821.t.1,348.p.5521,348,570821
91,10,348.l.570821.t.1,348.p.24553,348,570821
92,10,348.l.570821.t.3,348.p.6760,348,570821
93,10,348.l.570821.t.5,348.p.9265,348,570821
94,10,348.l.570821.t.7,348.p.28429,348,570821
95,10,348.l.570821.t.6,348.p.26839,348,570821
96,10,348.l.570821.t.4,348.p.7847,348,570821
